3, 25027506.0
4, 24965458.0
9, 24398480.0
10, 24738694.0
15, 23675652.0
16, 24928892.0
21, 22956430.0
22, 25016866.0
27, 23075980.0
28, 22463004.0
33, 25608584.0
34, 22294062.0
39, 25216484.0
46, 23333678.0
51, 27606208.0
57, 22253504.0
58, 22861352.0
63, 26129546.0
64, 25716926.0
69, 25131206.0
70, 25048018.0
